cutomer_id,item_purchased,category,purchase_amount,size,color,review_rating,shipping_type,payment_method
1978,Sandals,Footwear,49,M,Teal,2.6,Free Shipping,Bank Transfer
1979,Sunglasses,Accessories,78,L,Magenta,3.8,Store Pickup,Cash
1980,Jeans,Clothing,98,L,Blue,2.8,Store Pickup,Debit Card
1981,Sandals,Footwear,94,M,Green,4.4,Store Pickup,PayPal
1982,Shoes,Footwear,91,L,Violet,4.7,Express,PayPal
1983,Sunglasses,Accessories,77,M,Turquoise,2.7,2-Day Shipping,PayPal
1984,Scarf,Accessories,97,M,Pink,2.6,Next Day Air,Debit Card
1985,Skirt,Clothing,58,M,Black,3.4,2-Day Shipping,PayPal
1986,Gloves,Accessories,97,M,Gold,3.9,2-Day Shipping,Credit Card
1987,Coat,Outerwear,48,L,Green,3.4,2-Day Shipping,Venmo
1988,Belt,Accessories,23,XL,White,3.4,Express,Cash
1989,Pants,Clothing,79,M,Gold,3.9,Free Shipping,Bank Transfer
1990,Jewelry,Accessories,42,S,Charcoal,4,Express,PayPal
1991,Backpack,Accessories,95,L,White,3.4,2-Day Shipping,PayPal
1992,Sneakers,Footwear,29,M,Brown,3.7,Next Day Air,Venmo
1993,Hoodie,Clothing,98,L,Gold,4.9,2-Day Shipping,Venmo
1994,Blouse,Clothing,96,S,Purple,5,Express,Cash
1995,Sunglasses,Accessories,66,M,Brown,2.9,Next Day Air,Credit Card
1996,Boots,Footwear,80,S,Teal,3,Standard,Debit Card
1997,Sneakers,Footwear,27,L,Indigo,3.3,Next Day Air,Cash
1998,Backpack,Accessories,25,M,Purple,4.7,Express,Debit Card
1999,Pants,Clothing,45,M,Orange,3.4,2-Day Shipping,Cash
2000,Socks,Clothing,89,L,Indigo,4.6,2-Day Shipping,Debit Card
2001,Belt,Accessories,27,M,Lavender,3.6,2-Day Shipping,Cash
2002,Sunglasses,Accessories,90,S,Purple,2.6,Free Shipping,Debit Card
2003,Shirt,Clothing,65,M,Red,2.7,Express,PayPal
2004,Sneakers,Footwear,72,S,Blue,3.1,Express,Cash
2005,Shoes,Footwear,70,L,Blue,3.2,2-Day Shipping,Cash
2006,Sandals,Footwear,82,M,Cyan,3.4,Store Pickup,PayPal
2007,Scarf,Accessories,97,S,Pink,4.4,Express,Credit Card
2008,Shirt,Clothing,25,M,Silver,3.2,2-Day Shipping,PayPal
2009,Skirt,Clothing,48,M,Gray,2.5,Free Shipping,PayPal
2010,Boots,Footwear,99,M,Indigo,3.8,Next Day Air,Venmo
2011,Sweater,Clothing,21,M,Maroon,4.4,2-Day Shipping,Debit Card
2012,Sandals,Footwear,94,M,Beige,3.7,Express,Bank Transfer
2013,Jeans,Clothing,53,L,Green,3.2,Store Pickup,Cash
2014,Backpack,Accessories,70,M,Peach,4.9,Standard,Debit Card
2015,Skirt,Clothing,26,L,Black,3.9,Standard,PayPal
2016,Belt,Accessories,82,S,Pink,4.5,Next Day Air,Credit Card
2017,Shoes,Footwear,47,S,Violet,3.4,Standard,Debit Card
2018,Socks,Clothing,32,S,Green,4.1,Next Day Air,Bank Transfer
2019,Backpack,Accessories,97,S,Gold,4.5,Store Pickup,Bank Transfer
2020,Shirt,Clothing,68,S,Red,4.7,Store Pickup,Cash
2021,Sweater,Clothing,23,M,Beige,4.8,Next Day Air,Cash
2022,Handbag,Accessories,33,M,Green,4.4,Standard,Venmo
2023,Jewelry,Accessories,38,S,Black,4,Store Pickup,Cash
2024,Socks,Clothing,68,S,Teal,4.1,Store Pickup,Cash
2025,Socks,Clothing,23,L,Silver,3.7,Express,PayPal
2026,Shirt,Clothing,29,M,Turquoise,3,Express,Debit Card
2027,Scarf,Accessories,35,M,Orange,3.6,Express,Bank Transfer
2028,Shoes,Footwear,73,S,Gold,4.8,Standard,Credit Card
2029,Shoes,Footwear,84,XL,Purple,3.7,2-Day Shipping,Venmo
2030,Scarf,Accessories,23,M,Pink,4.6,Next Day Air,PayPal
2031,Sunglasses,Accessories,67,S,Green,2.8,Standard,Credit Card
2032,Socks,Clothing,51,L,Charcoal,4,Standard,Credit Card
2033,Blouse,Clothing,36,M,Maroon,4.2,Next Day Air,Cash
2034,Jeans,Clothing,55,L,Olive,3.6,Express,Venmo
2035,Shorts,Clothing,30,M,Peach,2.9,Store Pickup,PayPal
2036,T-shirt,Clothing,70,S,Yellow,4.1,Express,Bank Transfer
2037,Blouse,Clothing,63,S,Lavender,3.1,Next Day Air,Cash
2038,Belt,Accessories,87,S,Green,4.3,Express,Venmo
2039,Blouse,Clothing,70,L,Orange,4.4,Next Day Air,Credit Card
2040,T-shirt,Clothing,51,M,Olive,3.1,Next Day Air,Debit Card
2041,Jewelry,Accessories,25,XL,Gray,2.9,Free Shipping,Venmo
2042,Jacket,Outerwear,32,S,Lavender,3.2,Next Day Air,PayPal
2043,Shoes,Footwear,52,M,Red,4,2-Day Shipping,Venmo
2044,Gloves,Accessories,33,M,Charcoal,2.7,Standard,PayPal
2045,Jeans,Clothing,68,L,Orange,3,Free Shipping,PayPal
2046,Jewelry,Accessories,20,M,Red,4.4,Express,PayPal
2047,Pants,Clothing,32,M,Maroon,2.8,Free Shipping,Cash
2048,Jewelry,Accessories,82,M,Silver,3.1,Store Pickup,Cash
2049,Sneakers,Footwear,64,XL,Pink,3.9,Express,Bank Transfer
2050,Boots,Footwear,24,L,Blue,2.7,Standard,Venmo
2051,Hat,Accessories,96,M,Teal,3.4,Store Pickup,Debit Card
2052,T-shirt,Clothing,94,L,Black,3.8,Free Shipping,Credit Card
2053,Backpack,Accessories,48,M,Gray,3.7,2-Day Shipping,Bank Transfer
2054,Sunglasses,Accessories,60,S,Purple,4.5,2-Day Shipping,Credit Card
2055,Sweater,Clothing,56,XL,Gold,2.9,Express,PayPal
2056,Handbag,Accessories,33,M,Silver,3.4,2-Day Shipping,Bank Transfer
2057,Backpack,Accessories,46,L,Blue,4.4,2-Day Shipping,PayPal
2058,Socks,Clothing,37,L,Yellow,4.2,Standard,PayPal
2059,Shirt,Clothing,98,M,Brown,3.3,Store Pickup,Bank Transfer
2060,Shorts,Clothing,50,XL,Beige,3.7,Express,PayPal
2061,Belt,Accessories,63,M,Blue,3.2,Next Day Air,Bank Transfer
2062,Sweater,Clothing,70,S,Magenta,2.6,Store Pickup,Debit Card
2063,Coat,Outerwear,63,L,Silver,2.8,Standard,Cash
2064,Shorts,Clothing,86,M,Cyan,2.9,Standard,Cash
2065,Shoes,Footwear,99,M,Green,4,2-Day Shipping,Bank Transfer
2066,Sneakers,Footwear,40,M,Blue,2.9,Free Shipping,Bank Transfer
2067,Sneakers,Footwear,92,M,Olive,4.7,Store Pickup,Debit Card
2068,Pants,Clothing,21,XL,Beige,3.1,2-Day Shipping,Cash
2069,Jewelry,Accessories,81,XL,Black,3.9,Store Pickup,Venmo
2070,T-shirt,Clothing,82,M,Indigo,3.4,Free Shipping,Debit Card
2071,Jewelry,Accessories,88,XL,Red,3.1,Express,Cash
2072,Jacket,Outerwear,100,S,Yellow,4.8,Store Pickup,PayPal
2073,Backpack,Accessories,66,M,Beige,3.9,Next Day Air,Bank Transfer
2074,Belt,Accessories,25,S,Green,3.5,Next Day Air,PayPal
2075,Scarf,Accessories,53,M,White,3.1,Free Shipping,Debit Card
2076,Sweater,Clothing,28,S,Turquoise,4.7,Express,Debit Card
2077,Gloves,Accessories,23,S,Indigo,4.6,Free Shipping,Debit Card
2078,Scarf,Accessories,34,L,Orange,3.3,Free Shipping,Bank Transfer
2079,Dress,Clothing,42,M,Blue,3.2,Next Day Air,Debit Card
2080,Jeans,Clothing,24,L,Violet,3.1,Next Day Air,PayPal
2081,Sunglasses,Accessories,47,S,Gray,3.5,Free Shipping,Debit Card
2082,Coat,Outerwear,78,S,Cyan,4.3,Standard,Bank Transfer
2083,Jeans,Clothing,89,M,Yellow,2.9,Free Shipping,Venmo
2084,Scarf,Accessories,59,L,Orange,2.7,Store Pickup,Credit Card
2085,Blouse,Clothing,94,S,Brown,4,Standard,Bank Transfer
2086,Jeans,Clothing,49,M,Teal,4.6,Free Shipping,Debit Card
2087,Dress,Clothing,89,L,Beige,4.7,2-Day Shipping,Cash
2088,Hat,Accessories,91,M,Blue,4.7,Standard,Credit Card
2089,Sandals,Footwear,89,L,Orange,4,Standard,Debit Card
2090,Jacket,Outerwear,57,L,Gold,3.6,Free Shipping,Credit Card
2091,Socks,Clothing,71,S,Teal,3.4,Free Shipping,Debit Card
2092,Jeans,Clothing,97,XL,Beige,3,Next Day Air,Bank Transfer
2093,Sandals,Footwear,45,M,Silver,2.6,Next Day Air,Bank Transfer
2094,Dress,Clothing,91,M,Maroon,4.2,Store Pickup,Debit Card
2095,Socks,Clothing,25,M,Indigo,3.4,Standard,Venmo
2096,Hoodie,Clothing,63,M,Gray,4,Store Pickup,Bank Transfer
2097,Dress,Clothing,52,L,Blue,4.7,Free Shipping,Debit Card
2098,Sneakers,Footwear,43,S,Cyan,3.9,Next Day Air,Credit Card
2099,T-shirt,Clothing,28,M,White,3.3,2-Day Shipping,Venmo
2100,T-shirt,Clothing,78,L,Green,2.9,Express,PayPal
2101,Sweater,Clothing,31,M,Silver,4.4,Free Shipping,Cash
2102,Shirt,Clothing,23,M,Blue,3.6,Next Day Air,Bank Transfer
2103,Hat,Accessories,25,M,Brown,4.5,Store Pickup,Cash
2104,Pants,Clothing,86,S,Red,3.7,Store Pickup,Venmo
2105,Shoes,Footwear,88,M,Gold,2.8,Free Shipping,Venmo
2106,Gloves,Accessories,35,M,Silver,4.5,Free Shipping,Venmo
2107,Jewelry,Accessories,34,M,Gray,4.4,Standard,Credit Card
2108,Pants,Clothing,75,M,Black,3.3,Standard,PayPal
2109,Hoodie,Clothing,46,XL,Beige,4.2,Express,Credit Card
2110,Jewelry,Accessories,31,L,Peach,2.7,Free Shipping,Venmo
2111,Socks,Clothing,93,L,Cyan,3.9,Store Pickup,Debit Card
2112,Sunglasses,Accessories,85,XL,Pink,2.6,Free Shipping,Bank Transfer
2113,Belt,Accessories,68,M,Lavender,4.5,2-Day Shipping,Cash
2114,Dress,Clothing,40,M,Brown,2.7,Store Pickup,PayPal
2115,Shirt,Clothing,51,M,Magenta,2.9,Standard,Debit Card
2116,Scarf,Accessories,85,M,Violet,3.4,Store Pickup,Bank Transfer
2117,Jacket,Outerwear,23,M,Teal,2.9,Express,Debit Card
2118,Dress,Clothing,28,L,Brown,3.8,Free Shipping,Debit Card
2119,Socks,Clothing,44,M,Olive,4.2,2-Day Shipping,Debit Card
2120,Jewelry,Accessories,57,M,Indigo,3.5,Store Pickup,Venmo
2121,Scarf,Accessories,98,S,Red,3.1,Next Day Air,PayPal
2122,Backpack,Accessories,68,M,Olive,3.5,2-Day Shipping,Bank Transfer
2123,Jacket,Outerwear,36,L,Teal,4,Express,Debit Card
2124,Coat,Outerwear,71,L,Cyan,3.7,Express,Debit Card
2125,Skirt,Clothing,60,M,Teal,4.2,Next Day Air,Venmo
2126,Coat,Outerwear,87,M,Beige,4.8,Store Pickup,PayPal
2127,Shoes,Footwear,38,XL,Magenta,4.1,Express,Credit Card
2128,Boots,Footwear,45,M,Indigo,4.5,2-Day Shipping,Debit Card
2129,Coat,Outerwear,47,L,Cyan,2.7,2-Day Shipping,PayPal
2130,Skirt,Clothing,57,L,Orange,2.8,Store Pickup,PayPal
2131,Backpack,Accessories,68,L,Violet,3.7,Free Shipping,Credit Card
2132,Shorts,Clothing,52,M,Red,3.6,Express,Bank Transfer
2133,Skirt,Clothing,87,M,Magenta,4.7,2-Day Shipping,Debit Card
2134,Hat,Accessories,34,M,Olive,3.8,Standard,Bank Transfer
2135,Sandals,Footwear,41,XL,Maroon,2.9,Standard,Credit Card
2136,Sunglasses,Accessories,94,S,Yellow,4.6,Next Day Air,Debit Card
2137,Sunglasses,Accessories,93,M,Red,2.8,Standard,Bank Transfer
2138,Socks,Clothing,51,XL,Purple,4.6,2-Day Shipping,Credit Card
2139,Sweater,Clothing,42,M,Teal,2.8,Next Day Air,Venmo
2140,Boots,Footwear,95,M,Red,3,Free Shipping,Cash
2141,Handbag,Accessories,90,M,Brown,3.7,Standard,Cash
2142,Dress,Clothing,98,M,Peach,4.1,2-Day Shipping,PayPal
2143,Hat,Accessories,39,M,Maroon,4.3,Next Day Air,Venmo
2144,Sandals,Footwear,66,L,Red,3.8,Next Day Air,Venmo
2145,Shoes,Footwear,23,L,Orange,3.7,Free Shipping,PayPal
2146,Skirt,Clothing,73,S,White,4.8,Standard,PayPal
2147,Sunglasses,Accessories,23,XL,White,4.6,Standard,PayPal
2148,Skirt,Clothing,43,S,Charcoal,4.8,Standard,Cash
2149,T-shirt,Clothing,45,XL,Turquoise,4.6,2-Day Shipping,PayPal
2150,Sandals,Footwear,21,L,Orange,4,Standard,Bank Transfer
2151,Shirt,Clothing,40,M,Orange,2.6,2-Day Shipping,Cash
2152,Jeans,Clothing,58,L,Brown,2.6,2-Day Shipping,Venmo
2153,Shorts,Clothing,48,L,Magenta,4.5,Next Day Air,Bank Transfer
2154,Shirt,Clothing,94,M,Violet,4.2,Free Shipping,PayPal
2155,Scarf,Accessories,74,M,Violet,3.4,Store Pickup,Cash
2156,Handbag,Accessories,51,L,Yellow,3.7,Store Pickup,PayPal
2157,Skirt,Clothing,83,M,Maroon,3.6,Next Day Air,Debit Card
2158,Handbag,Accessories,68,L,Turquoise,4,Next Day Air,Venmo
2159,Gloves,Accessories,84,XL,Olive,4.6,Standard,Bank Transfer
2160,Shirt,Clothing,58,M,Peach,3,Free Shipping,Cash
2161,Blouse,Clothing,92,L,Charcoal,3.3,Express,PayPal
2162,Dress,Clothing,69,S,Peach,3.8,Express,Debit Card
2163,Shorts,Clothing,48,S,Black,2.7,Free Shipping,PayPal
2164,Shoes,Footwear,60,L,Gray,4.5,Express,Bank Transfer
2165,Sandals,Footwear,20,S,Olive,4.8,Next Day Air,PayPal
2166,Pants,Clothing,55,M,Turquoise,4.2,Express,Credit Card
2167,Jacket,Outerwear,88,S,Purple,3.5,Express,Credit Card
2168,Skirt,Clothing,48,L,Green,4.9,Standard,Venmo
2169,Handbag,Accessories,74,M,Beige,4.1,Next Day Air,Cash
2170,Coat,Outerwear,42,M,Brown,2.9,Next Day Air,Bank Transfer
2171,Sweater,Clothing,32,M,Turquoise,4,Next Day Air,Venmo
2172,Shorts,Clothing,98,M,Yellow,4.6,Store Pickup,Cash
2173,Skirt,Clothing,89,S,Lavender,2.8,Store Pickup,PayPal
2174,Gloves,Accessories,97,S,Cyan,5,2-Day Shipping,Venmo
2175,Backpack,Accessories,49,S,Olive,2.9,Store Pickup,Cash
2176,Dress,Clothing,50,M,Silver,3.3,Free Shipping,Credit Card
2177,Belt,Accessories,91,S,Red,3.4,2-Day Shipping,Debit Card
2178,Gloves,Accessories,93,XL,Green,3,Express,PayPal
2179,Jewelry,Accessories,98,M,Gold,4.7,Standard,Venmo
2180,Socks,Clothing,82,L,Lavender,2.9,Next Day Air,PayPal
2181,Coat,Outerwear,37,M,Yellow,4.1,Store Pickup,Cash
2182,Handbag,Accessories,63,M,Black,3.2,Free Shipping,Bank Transfer
2183,Blouse,Clothing,99,M,Maroon,2.7,Store Pickup,Venmo
2184,Shorts,Clothing,37,M,Maroon,4.7,Store Pickup,Cash
2185,Shoes,Footwear,34,S,Gold,3.2,Free Shipping,PayPal
2186,Shorts,Clothing,32,M,Violet,2.5,Express,Debit Card
2187,Sandals,Footwear,23,XL,Teal,4.3,Next Day Air,PayPal
2188,Blouse,Clothing,78,M,Violet,4.4,Free Shipping,PayPal
2189,Coat,Outerwear,54,M,Brown,4.7,Next Day Air,Credit Card
2190,Blouse,Clothing,94,XL,Brown,4,Express,Credit Card
2191,Belt,Accessories,75,S,Maroon,4.6,Express,Credit Card
2192,Blouse,Clothing,69,S,Maroon,3.8,Next Day Air,Cash
2193,Scarf,Accessories,35,L,Yellow,3.2,Next Day Air,Credit Card
2194,Shirt,Clothing,78,L,Turquoise,5,Express,PayPal
2195,Socks,Clothing,29,M,Silver,3.5,Standard,Bank Transfer
2196,Jeans,Clothing,62,M,Brown,3.7,Next Day Air,Cash
2197,Dress,Clothing,58,M,Gray,4.8,Next Day Air,PayPal
2198,Boots,Footwear,88,M,Indigo,3.7,2-Day Shipping,Venmo
2199,Scarf,Accessories,80,L,Turquoise,3.5,Free Shipping,Venmo
2200,Scarf,Accessories,47,M,Maroon,4.9,Store Pickup,Debit Card
2201,Gloves,Accessories,51,L,Charcoal,4.7,Next Day Air,Debit Card
2202,Pants,Clothing,25,L,Peach,4.9,2-Day Shipping,Venmo
2203,Dress,Clothing,36,M,Red,4.3,Next Day Air,Credit Card
2204,Dress,Clothing,79,M,Indigo,3.1,Free Shipping,Cash
2205,Jeans,Clothing,41,S,Lavender,3.4,2-Day Shipping,Debit Card
2206,Sweater,Clothing,68,XL,Red,2.7,Express,PayPal
2207,Sandals,Footwear,51,L,Green,2.6,Store Pickup,Bank Transfer
2208,Handbag,Accessories,38,M,Gray,2.9,Next Day Air,Credit Card
2209,Scarf,Accessories,46,XL,Violet,2.7,2-Day Shipping,PayPal
2210,Sandals,Footwear,20,XL,Beige,4.5,2-Day Shipping,Bank Transfer
2211,Sunglasses,Accessories,25,M,Orange,3.1,Store Pickup,PayPal
2212,Sweater,Clothing,89,L,Purple,3.2,Free Shipping,Debit Card
2213,Pants,Clothing,77,M,Brown,3.3,Next Day Air,Bank Transfer
2214,Hat,Accessories,94,M,Maroon,2.9,Express,Debit Card
2215,Belt,Accessories,100,L,Gold,4.1,Standard,Debit Card
2216,Sandals,Footwear,96,M,Indigo,2.7,Express,Credit Card
2217,Pants,Clothing,36,XL,Silver,4,Store Pickup,Venmo
2218,Jewelry,Accessories,27,XL,Red,2.6,Store Pickup,Bank Transfer
2219,Sunglasses,Accessories,67,M,Magenta,3.5,Store Pickup,Debit Card
2220,Blouse,Clothing,91,S,Purple,2.8,Store Pickup,Bank Transfer
2221,Belt,Accessories,62,XL,Beige,4.5,Store Pickup,Cash
2222,Shorts,Clothing,88,XL,White,3,Free Shipping,Credit Card
2223,Pants,Clothing,66,M,Teal,4.4,Store Pickup,Credit Card
2224,Sandals,Footwear,65,M,Gray,4.7,Next Day Air,PayPal
2225,Gloves,Accessories,25,L,Charcoal,4.3,Standard,Cash
2226,Belt,Accessories,64,S,Olive,4.8,Free Shipping,Credit Card
2227,Shirt,Clothing,72,L,Blue,4.8,Store Pickup,Cash
2228,Scarf,Accessories,74,S,Gray,4.4,Next Day Air,Credit Card
2229,Gloves,Accessories,50,M,Green,3.7,Free Shipping,Credit Card
2230,Pants,Clothing,97,M,Silver,3.9,Express,Venmo
2231,Sneakers,Footwear,36,S,Teal,3.8,Express,Venmo
2232,Jacket,Outerwear,49,M,Beige,4.1,Store Pickup,Credit Card
2233,Shoes,Footwear,64,L,Lavender,4,Store Pickup,Cash
2234,Blouse,Clothing,31,XL,Gray,4.5,Express,Credit Card
2235,Boots,Footwear,66,S,Yellow,4,Express,Cash
2236,Socks,Clothing,82,M,Gray,4.5,2-Day Shipping,Credit Card
2237,T-shirt,Clothing,88,M,Yellow,2.7,Standard,Debit Card
2238,Sandals,Footwear,34,S,Black,3.8,Next Day Air,Venmo
2239,Sneakers,Footwear,84,L,Beige,3.8,Standard,Debit Card
2240,Jewelry,Accessories,96,L,Indigo,3.8,2-Day Shipping,Credit Card
2241,Sandals,Footwear,71,L,Green,4.3,Next Day Air,Debit Card
2242,Jacket,Outerwear,77,M,Purple,3.5,Free Shipping,Bank Transfer
2243,Skirt,Clothing,66,M,Orange,3.8,Next Day Air,Credit Card
2244,Shirt,Clothing,21,M,Teal,3.7,2-Day Shipping,Debit Card
2245,Shorts,Clothing,37,M,Gold,4.8,2-Day Shipping,PayPal
2246,Socks,Clothing,90,L,Gray,4.9,Free Shipping,PayPal
2247,Jacket,Outerwear,96,M,Cyan,4.3,Store Pickup,PayPal
2248,Jewelry,Accessories,37,L,Teal,4.4,Next Day Air,Venmo
2249,T-shirt,Clothing,66,M,Violet,3.4,Free Shipping,PayPal
2250,Gloves,Accessories,45,XL,Indigo,4.3,Next Day Air,Debit Card
2251,Shoes,Footwear,89,L,Pink,4.6,Store Pickup,Credit Card
2252,Shoes,Footwear,94,L,Gold,3.8,Free Shipping,Debit Card
2253,Shoes,Footwear,96,S,Maroon,3.9,Express,Bank Transfer
2254,Hoodie,Clothing,31,M,Brown,2.6,Store Pickup,PayPal
2255,Belt,Accessories,79,M,Gold,4.2,Store Pickup,PayPal
2256,Coat,Outerwear,39,L,Teal,4.6,Store Pickup,Bank Transfer
2257,Blouse,Clothing,22,M,Turquoise,5,Standard,Credit Card
2258,Skirt,Clothing,32,L,Olive,4.2,Standard,Bank Transfer
2259,T-shirt,Clothing,71,L,Cyan,4.3,Store Pickup,Credit Card
2260,Jeans,Clothing,96,XL,Beige,3.3,Free Shipping,Cash
2261,Scarf,Accessories,82,M,Blue,4.9,Express,PayPal
2262,Backpack,Accessories,76,L,Gold,4.4,Standard,Bank Transfer
2263,Backpack,Accessories,22,M,Green,3.1,2-Day Shipping,PayPal
2264,Scarf,Accessories,40,XL,Green,3.5,Store Pickup,Cash
2265,Hat,Accessories,92,M,Turquoise,3.9,2-Day Shipping,PayPal
2266,Coat,Outerwear,94,XL,Yellow,3.9,Store Pickup,PayPal
2267,Dress,Clothing,44,M,Yellow,4.3,Store Pickup,Debit Card
2268,Gloves,Accessories,49,S,Blue,3.8,Express,Venmo
2269,Sweater,Clothing,26,L,Charcoal,2.7,2-Day Shipping,Bank Transfer
2270,Skirt,Clothing,38,M,Yellow,4.4,Store Pickup,Credit Card
2271,Blouse,Clothing,72,L,Purple,3.5,Express,Venmo
2272,Dress,Clothing,99,M,Green,3.4,Free Shipping,PayPal
2273,Jacket,Outerwear,38,L,Charcoal,4,Standard,PayPal
2274,Coat,Outerwear,96,L,Silver,4.8,Express,PayPal
2275,Dress,Clothing,27,L,Turquoise,4.5,Next Day Air,PayPal
2276,Shorts,Clothing,24,M,Gray,4.4,Standard,Debit Card
2277,Jeans,Clothing,82,L,Red,4.1,2-Day Shipping,Debit Card
2278,Hat,Accessories,56,M,Beige,4.6,Next Day Air,Credit Card
2279,Gloves,Accessories,25,M,Maroon,3.8,Store Pickup,Cash
2280,Sneakers,Footwear,67,L,Indigo,2.9,Free Shipping,Bank Transfer
2281,Shoes,Footwear,21,M,Red,2.8,Standard,Credit Card
2282,Hoodie,Clothing,27,XL,Maroon,3,Store Pickup,Bank Transfer
2283,Sneakers,Footwear,97,S,Red,4.2,2-Day Shipping,Credit Card
2284,Handbag,Accessories,45,S,Black,4.1,Free Shipping,Credit Card
2285,Blouse,Clothing,63,XL,Black,4.1,Express,Venmo
2286,Belt,Accessories,100,L,Pink,4.6,2-Day Shipping,PayPal
2287,Socks,Clothing,38,L,Blue,2.5,Store Pickup,Venmo
2288,Blouse,Clothing,45,L,Green,3,Store Pickup,Debit Card
2289,Jewelry,Accessories,91,M,Orange,3.8,Next Day Air,PayPal
2290,Shorts,Clothing,82,M,Orange,4.1,Free Shipping,Venmo
2291,Boots,Footwear,48,L,Magenta,3.3,Standard,PayPal
2292,Coat,Outerwear,30,M,Indigo,5,2-Day Shipping,Credit Card
2293,T-shirt,Clothing,34,S,Beige,3.8,Next Day Air,Debit Card
2294,Sweater,Clothing,68,L,Green,3.3,Express,Debit Card
2295,Sunglasses,Accessories,95,M,Red,5,Express,Debit Card
2296,Hat,Accessories,22,L,Beige,2.9,2-Day Shipping,PayPal
2297,Gloves,Accessories,88,M,Green,2.5,Next Day Air,Venmo
2298,Socks,Clothing,83,M,Orange,4.7,Standard,Bank Transfer
2299,Handbag,Accessories,87,L,Cyan,2.9,2-Day Shipping,Cash
2300,Coat,Outerwear,57,M,Violet,3.7,Store Pickup,Credit Card
2301,Coat,Outerwear,88,XL,Lavender,4.4,2-Day Shipping,Credit Card
2302,Pants,Clothing,20,L,Turquoise,2.9,Next Day Air,Debit Card
2303,Belt,Accessories,39,L,Pink,3.6,Store Pickup,Venmo
2304,Sunglasses,Accessories,71,S,Beige,4.8,2-Day Shipping,Credit Card
2305,Hoodie,Clothing,73,L,Silver,4.7,Free Shipping,Debit Card
2306,Handbag,Accessories,63,M,Gold,2.6,Free Shipping,Cash
2307,Gloves,Accessories,78,L,Silver,3.4,Standard,Cash
2308,Skirt,Clothing,96,L,Green,3.5,Next Day Air,Debit Card
2309,Sunglasses,Accessories,81,M,Teal,3.4,2-Day Shipping,Bank Transfer
2310,Dress,Clothing,95,S,Gold,5,2-Day Shipping,Bank Transfer
2311,Gloves,Accessories,68,M,Cyan,4.6,Standard,PayPal
2312,Sneakers,Footwear,28,L,Gold,4.8,2-Day Shipping,Bank Transfer
2313,T-shirt,Clothing,30,L,Violet,3.7,Free Shipping,Cash
2314,Dress,Clothing,31,M,Black,4.7,Next Day Air,Bank Transfer
2315,Handbag,Accessories,95,XL,Brown,4.4,Express,Bank Transfer
2316,Socks,Clothing,79,M,Indigo,3.5,2-Day Shipping,Debit Card
2317,Sneakers,Footwear,39,L,Yellow,3.8,Standard,Debit Card
2318,Jacket,Outerwear,34,M,Purple,4.7,Next Day Air,Bank Transfer
2319,Hoodie,Clothing,28,L,White,3.1,Store Pickup,Credit Card
2320,Sandals,Footwear,38,XL,Turquoise,5,Free Shipping,PayPal
2321,Shoes,Footwear,55,M,Olive,3.7,Free Shipping,Debit Card
2322,Sandals,Footwear,31,M,Beige,3,Next Day Air,Debit Card
2323,Coat,Outerwear,84,S,Lavender,4.5,Store Pickup,Venmo
2324,Gloves,Accessories,93,L,White,4.7,Express,Credit Card
2325,Coat,Outerwear,28,L,Brown,3.5,Free Shipping,Debit Card
2326,Boots,Footwear,55,M,Charcoal,4.4,2-Day Shipping,Cash
2327,Skirt,Clothing,63,L,Maroon,2.6,Standard,Bank Transfer
2328,Skirt,Clothing,94,M,Red,4.2,2-Day Shipping,Venmo
2329,Pants,Clothing,36,M,Maroon,2.6,Express,Venmo
2330,Hat,Accessories,97,S,Teal,4.8,Free Shipping,Bank Transfer
2331,Backpack,Accessories,63,L,Orange,2.9,Store Pickup,PayPal
2332,Scarf,Accessories,77,S,Olive,4.3,2-Day Shipping,Credit Card
2333,Scarf,Accessories,53,XL,Olive,2.6,Store Pickup,Venmo
2334,Shirt,Clothing,77,M,Beige,3.8,Next Day Air,PayPal
2335,Boots,Footwear,79,L,Green,4.2,Standard,Credit Card
2336,Coat,Outerwear,37,M,Black,3.9,Store Pickup,Venmo
2337,Belt,Accessories,94,M,Green,3.1,Free Shipping,Credit Card
2338,Boots,Footwear,76,S,Violet,3.6,Store Pickup,Cash
2339,Sneakers,Footwear,68,S,Silver,4,Express,PayPal
2340,Shirt,Clothing,65,L,Maroon,3.4,Next Day Air,Bank Transfer
2341,Blouse,Clothing,24,M,Cyan,2.6,Standard,Credit Card
2342,Jacket,Outerwear,31,L,Teal,4.5,Express,Venmo
2343,Skirt,Clothing,89,M,Olive,4.9,Standard,Debit Card
2344,Socks,Clothing,49,M,Red,4.4,2-Day Shipping,PayPal
2345,Sandals,Footwear,92,XL,Lavender,3.5,Express,Venmo
2346,T-shirt,Clothing,32,S,Orange,3.3,Express,Bank Transfer
2347,Jacket,Outerwear,67,L,Brown,3.1,Standard,Debit Card
2348,Belt,Accessories,64,S,Gray,4.2,Express,Cash
2349,Shoes,Footwear,84,M,Orange,4.9,Next Day Air,PayPal
2350,Blouse,Clothing,34,M,Orange,3.9,Standard,Credit Card
2351,Shoes,Footwear,26,M,Turquoise,4.2,Free Shipping,Cash
2352,Sweater,Clothing,50,S,Cyan,4.9,Store Pickup,PayPal
2353,Boots,Footwear,46,M,Yellow,2.8,Store Pickup,Bank Transfer
2354,Handbag,Accessories,71,M,White,4.1,Standard,Debit Card
